"household_id","individual_id","sex","age","age_p","married","form_married","nev_married","disability","religion","literacy","educ","work","member_r0","head_r0","relation_r0","relation_os_r0","member_r1","head_r1","respond_r1","relation_r1","relation_os_r1","member_r2","head_r2","respond_r2","relation_r2","relation_os_r2","member_r3","head_r3","respond_r3","relation_r3","relation_os_r3","member_r4","head_r4","respond_r4","relation_r4","relation_os_r4","member_r5","head_r5","respond_r5","relation_r5","relation_os_r5","member_r6","head_r6","respond_r6","relation_r6","relation_os_r6","member_r7","head_r7","respond_r7","relation_r7","relation_os_r7","member_r8","head_r8","respond_r8","relation_r8","relation_os_r8","member_r9","head_r9","respond_r9","relation_r9","relation_os_r9","member_r10","head_r10","respond_r10","relation_r10","relation_os_r10"
"010101088800910007",1,2,61,,0,1,0,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910007",2,1,27,,0,1,0,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910007",3,2,20,,0,1,0,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910007",5,2,11,,0,0,1,0,1,0,0,1,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910007",6,1,8,,0,0,0,0,,0,0,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910007",7,1,0,,0,0,0,,,,,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910017",1,2,40,41,0,1,0,0,1,0,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910017",2,2,15,23,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910017",3,2,10,20,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910017",4,1,8,18,0,0,0,0,,0,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910017",5,1,5,15,0,0,0,,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",1,2,35,,1,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",2,2,16,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",3,2,13,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",4,2,11,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",5,1,8,,0,0,0,0,,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",6,1,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",7,2,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910026",8,1,38,,1,0,0,0,1,1,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910029",1,2,20,21,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910029",2,1,1,5,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",1,1,53,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",2,2,49,,1,0,0,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",3,1,25,,0,0,1,0,1,1,1,1,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",4,2,32,,0,1,0,0,1,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",5,2,27,,1,0,0,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",6,2,25,,0,1,0,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",7,2,20,,0,0,1,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",8,2,19,,0,0,1,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",9,2,16,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",10,2,6,,0,0,0,0,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910038",11,2,3,,0,0,0,,,,,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910046",1,2,35,,0,1,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910046",2,1,12,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910046",3,2,8,,0,0,0,0,,0,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910046",4,1,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910046",5,1,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910054",1,2,30,30,0,1,0,0,1,0,0,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910054",2,2,8,10,0,0,0,0,,0,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910054",3,1,2,4,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910062",1,1,56,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910062",2,2,43,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910062",3,1,18,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910062",4,2,17,,1,0,0,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910062",5,1,9,,0,0,0,0,,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910070",1,2,71,,0,1,0,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910070",2,2,35,,0,0,1,1,1,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910070",3,2,16,,0,0,1,0,1,1,1,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910070",4,2,12,,0,0,1,0,1,1,1,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910082",1,1,33,33,1,0,0,0,1,1,0,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,0,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
"010101088800910082",2,2,27,27,1,0,0,0,1,0,1,0,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,,,,,,
"010101088800910082",3,2,6,6,0,0,0,0,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,
"010101088800910082",4,1,3,3,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,
"010101088800910082",5,2,0,0,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",1,2,53,53,0,1,0,0,1,0,0,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",2,2,18,21,0,0,1,0,1,1,2,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",3,2,22,20,0,0,1,0,1,1,2,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",4,1,20,15,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",5,2,10,12,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010101088800910093",6,1,,10,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010034",1,2,33,33,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010034",2,1,16,16,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010034",3,1,8,8,0,0,0,0,,0,0,0,1,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010035",1,2,27,26,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010102088801010035",2,2,7,10,0,0,0,0,,1,0,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,
"010102088801010048",1,2,36,37,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010048",2,1,17,18,0,0,1,0,1,1,2,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010048",3,1,10,11,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",1,1,49,,1,0,0,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",2,2,35,,1,0,0,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",3,2,16,,0,0,1,0,1,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",4,1,13,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",5,1,10,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",6,2,8,,0,0,0,0,,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",7,2,5,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",8,1,2,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010068",9,2,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010090",1,2,21,21,0,1,0,1,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010102088801010104",1,2,29,32,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
"010102088801010104",2,1,1,2,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"010102088801010113",1,2,37,36,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010102088801010113",2,1,15,16,0,0,1,0,1,1,2,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010113",3,2,11,13,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010136",1,2,60,,0,1,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010148",1,1,50,58,1,0,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010102088801010148",2,2,38,40,1,0,0,0,1,0,0,0,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,
"010102088801010148",3,2,23,24,0,1,0,0,1,1,2,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,
"010102088801010148",5,1,,17,,,,,,,,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010148",6,1,16,16,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010148",7,1,14,14,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010148",8,2,11,12,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010148",9,1,5,6,0,0,0,,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010148",10,2,8,8,0,0,0,0,,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010161",1,1,32,,1,0,0,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010161",2,2,24,,1,0,0,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010161",3,1,7,,0,0,0,0,,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010161",4,1,4,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010161",5,1,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010102088801010173",1,1,70,70,0,1,0,0,1,1,0,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010102088801010173",2,1,21,24,1,0,0,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010173",4,2,17,18,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010173",5,2,13,15,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010102088801010173",6,1,6,6,0,0,0,0,,1,0,,1,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"010102088801010173",7,1,,17,,,,,,,,,0,0,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709008",1,1,40,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709008",2,2,30,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709016",1,1,36,,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709016",6,1,26,,0,0,1,0,1,1,2,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709024",1,2,40,,1,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709024",2,1,18,,0,0,1,0,1,1,2,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709024",3,2,14,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709024",4,2,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709024",5,2,1,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709032",1,2,72,,0,1,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709032",2,2,28,,0,1,0,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709032",3,1,6,,0,0,0,0,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",1,1,50,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",2,2,45,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",3,1,27,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",4,2,15,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",5,2,12,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",6,2,9,,0,0,0,0,,0,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709040",7,1,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709048",1,1,82,,1,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709048",2,2,60,,1,0,0,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709048",3,1,22,,0,0,1,0,1,0,0,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709056",1,1,44,47,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010103088800709056",2,2,35,37,1,0,0,0,1,0,0,0,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,
"010103088800709056",3,2,18,20,0,0,1,0,1,1,2,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",4,2,14,17,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",5,1,10,15,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",6,1,7,13,0,0,0,0,,0,0,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",7,1,3,5,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",8,2,0,3,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"010103088800709056",9,2,83,83,0,1,0,1,1,0,0,0,1,0,5,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,
"010103088800709064",1,1,55,,0,1,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709064",2,2,62,,0,1,0,0,1,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709064",3,1,15,,0,0,1,0,1,1,1,0,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"010103088800709072",1,1,44,45,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"010103088800709072",2,2,30,38,1,0,0,0,1,0,0,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,
